isin,security_name,index
ES0177542018,International Consolidated Air,EU_total
ES0171996087,Grifols SA,EU_total
GB0007980591,BP PLC,EU_total
GB0030913577,BT Group PLC,EU_total
NL0010773842,NN Group NV,EU_total
DE000A1ML7J1,Vonovia SE,EU_total
DE000KBX1006,Knorr-Bremse AG,EU_total
FR0013451333,FDJ UNITED,EU_total
GB00BPQY8M80,Aviva PLC,EU_total
GB0005603997,Legal & General Group PLC,EU_total
GB0007099541,Prudential PLC,EU_total
GB0000456144,Antofagasta PLC,EU_total
GB0003308607,Spectris PLC,EU_total
GB0007908733,SSE PLC,EU_total
GB0009465807,Weir Group PLC/The,EU_total
IT0004965148,Moncler SpA,EU_total
FR0000120321,L'Oreal SA,EU_total
IM00B7S9G985,Playtech Plc,EU_total
FR0000125486,Vinci SA,EU_total
SE0017486889,Atlas Copco AB,EU_total
CH0016440353,EMS-Chemie Holding AG,EU_total
SE0000115446,Volvo AB,EU_total
GB00BV9FP302,Computacenter PLC,EU_total
CH0002432174,Bucher Industries AG,EU_total
GB00B4WFW713,LondonMetric Property PLC,EU_total
GB00BDVZYZ77,International Distribution Ser,EU_total
DE000HAG0005,Hensoldt AG,EU_total
NL0010273215,ASML Holding NV,EU_total
SE0017832488,Fastighets AB Balder,EU_total
SE0018012635,Wihlborgs Fastigheter AB,EU_total
SE0005190238,Tele2 AB,EU_total
FR0014003TT8,Dassault Systemes SE,EU_total
FR0000050809,Sopra Steria Group,EU_total
SE0021921269,Saab AB,EU_total
FI4000571013,Hiab Oyj,EU_total
AT0000730007,ANDRITZ AG,EU_total
SE0000108847,L E Lundbergforetagen AB,EU_total
DE0007165631,Sartorius AG,EU_total
CH0198251305,Coca-Cola HBC AG,EU_total
FI0009014575,Metso Oyj,EU_total
FR0010908533,Edenred SE,EU_total
IT0004176001,Prysmian SpA,EU_total
DK0010287663,NKT A/S,EU_total
ES0109067019,Amadeus IT Group SA,EU_total
GB00BMX86B70,Haleon PLC,EU_total
GB00BWFGQN14,Spirax Group PLC,EU_total
DE000A3E5D64,FUCHS SE,EU_total
NO0010096985,Equinor ASA,EU_total
IE00BYTBXV33,Ryanair Holdings PLC,EU_total
FR0012435121,Elis SA,EU_total
ES0105046009,Aena SME SA,EU_total
FI0009003727,Wartsila OYJ Abp,EU_total
AT0000743059,OMV AG,EU_total
SE0014990966,Lagercrantz Group AB,EU_total
CH0038388911,Sulzer AG,EU_total
SE0000113250,Skanska AB,EU_total
CH0126673539,DKSH Holding AG,EU_total
SE0012454072,Avanza Bank Holding AB,EU_total
DK0060079531,DSV A/S,EU_total
PTJMT0AE0001,Jeronimo Martins SGPS SA,EU_total
NL0015000IY2,Universal Music Group NV,EU_total
SE0000120669,SSAB AB,EU_total
FI0009005870,Konecranes Oyj,EU_total
ES0105066007,Cellnex Telecom SA,EU_total
NL0013654783,Prosus NV,EU_total
CH1175448666,Straumann Holding AG,EU_total
DK0060336014,Novonesis Novozymes B,EU_total
CH0012453913,Temenos AG,EU_total
GB00B06QFB75,IG Group Holdings PLC,EU_total
FI0009013403,Kone Oyj,EU_total
GB0001367019,British Land Co PLC/The,EU_total
GB0002652740,Derwent London PLC,EU_total
DK0062498333,Novo Nordisk A/S,EU_total
NO0012470089,TOMRA Systems ASA,EU_total
GB00BZ4BQC70,Johnson Matthey PLC,EU_total
GB00B24CGK77,Reckitt Benckiser Group PLC,EU_total
GB00BYW0PQ60,Land Securities Group PLC,EU_total
GB00B63H8491,Rolls-Royce Holdings PLC,EU_total
DK0010234467,FLSmidth & Co A/S,EU_total
DE0008303504,TAG Immobilien AG,EU_total
SE0000695876,Alfa Laval AB,EU_total
FR0006174348,Bureau Veritas SA,EU_total
NL0000334118,ASM International NV,EU_total
FR0013154002,Sartorius Stedim Biotech,EU_total
GB00BVFNZH21,Rotork PLC,EU_total
FR0013269123,Rubis SCA,EU_total
DE0006070006,HOCHTIEF AG,EU_total
SE0015192067,Nordnet AB publ,EU_total
CH0225173167,Cembra Money Bank AG,EU_total
CH1169151003,Georg Fischer AG,EU_total
GB00B033F229,Centrica PLC,EU_total
NL0010832176,Argenx SE,EU_total
SE0000108656,Telefonaktiebolaget LM Ericsso,EU_total
SE0000379190,Castellum AB,EU_total
NL0014332678,JDE Peet's NV,EU_total
SE0000108227,SKF AB,EU_total
BE0974464977,Syensqo SA,EU_total
SE0000667891,Sandvik AB,EU_total
NL0012866412,BE Semiconductor Industries NV,EU_total
NO0003053605,Storebrand ASA,EU_total
SE0014504817,Loomis AB,EU_total
SE0000114837,Trelleborg AB,EU_total
SE0000163594,Securitas AB,EU_total
GB00B1VNSX38,Drax Group PLC,EU_total
FI4000297767,Nordea Bank Abp,EU_total
SE0015811963,Investor AB,EU_total
NL0011872643,ASR Nederland NV,EU_total
NL0000852564,Aalberts NV,EU_total
DE0007010803,Rational AG,EU_total
BE0974259880,D'ieteren Group,EU_total
PLPKO0000016,Powszechna Kasa Oszczednosci B,EU_total
FR0000120503,Bouygues SA,EU_total
SE0023615885,Embracer Group AB,EU_total
NL0013267909,Akzo Nobel NV,EU_total
GB00BKFB1C65,M&G PLC,EU_total
FR0010220475,Alstom SA,EU_total
SE0000148884,Skandinaviska Enskilda Banken,EU_total
DK0060542181,ISS A/S,EU_total
SE0007100599,Svenska Handelsbanken AB,EU_total
NO0005052605,Norsk Hydro ASA,EU_total
GB0002634946,BAE Systems PLC,EU_total
SE0015671995,Hemnet Group AB,EU_total
DK0010274414,Danske Bank A/S,EU_total
NL0000009165,Heineken NV,EU_total
SE0000112724,Svenska Cellulosa AB SCA,EU_total
CH0025751329,Logitech International SA,EU_total
FI0009000681,Nokia Oyj,EU_total
NL00150003E1,Fugro NV,EU_total
SE0015949201,Lifco AB,EU_total
SE0007100581,Assa Abloy AB,EU_total
CH0418792922,Sika AG,EU_total
CH0531751755,Banque Cantonale Vaudoise,EU_total
CH0023405456,Avolta AG,EU_total
GB00BMWC6P49,Mondi PLC,EU_total
CH0012221716,ABB Ltd,EU_total
FR0000121972,Schneider Electric SE,EU_total
CH0012138605,Adecco Group AG,EU_total
NO0003733800,Orkla ASA,EU_total
FI0009000459,Huhtamaki Oyj,EU_total
CH0102484968,Julius Baer Group Ltd,EU_total
CH0012410517,Baloise Holding AG,EU_total
LU0075646355,Subsea 7 SA,EU_total
FI0009013296,Neste Oyj,EU_total
CH0210483332,Cie Financiere Richemont SA,EU_total
DK0063855168,ROCKWOOL A/S,EU_total
PLKGHM000017,KGHM Polska Miedz SA,EU_total
CH0012142631,Clariant AG,EU_total
SE0015961909,Hexagon AB,EU_total
IE0004927939,Kingspan Group PLC,EU_total
CH0030170408,Geberit AG,EU_total
NL0000235190,Airbus SE,EU_total
CH0024608827,Partners Group Holding AG,EU_total
CH0010645932,Givaudan SA,EU_total
FR0010533075,Getlink SE,EU_total
CH0025238863,Kuehne + Nagel International A,EU_total
SE0015949748,Beijer Ref AB,EU_total
SE0000242455,Swedbank AB,EU_total
CH0012214059,Holcim AG,EU_total
FI0009000277,TietoEVRY Oyj,EU_total
CH0013841017,Lonza Group AG,EU_total
SE0017780133,Wallenstam AB,EU_total
FI0009005987,UPM-Kymmene Oyj,EU_total
CH0038863350,Nestle SA,EU_total
FI0009004824,Kemira Oyj,EU_total
GB0001859296,Vistry Group PLC,EU_total
CH0012005267,Novartis AG,EU_total
CH1335392721,Galderma Group AG,EU_total
FR0010307819,Legrand SA,EU_total
CH0012032048,Roche Holding AG,EU_total
CH0008742519,Swisscom AG,EU_total
SE0022060521,Kinnevik AB,EU_total
CH1256740924,SGS SA,EU_total
DE000LEG1110,LEG Immobilien SE,EU_total
CH0014852781,Swiss Life Holding AG,EU_total
DK0010244508,AP Moller - Maersk A/S,EU_total
BE0003739530,UCB SA,EU_total
CH0012549785,Sonova Holding AG,EU_total
CH0126881561,Swiss Re AG,EU_total
GB00BYT1DJ19,Intermediate Capital Group PLC,EU_total
CH0244767585,UBS Group AG,EU_total
CH0012255151,Swatch Group AG/The,EU_total
CH0011075394,Zurich Insurance Group AG,EU_total
FR0010313833,Arkema SA,EU_total
CH0024638196,Schindler Holding AG,EU_total
GB00B1YW4409,3i Group PLC,EU_total
GB00B1FH8J72,Severn Trent PLC,EU_total
DK0060634707,Royal Unibrew A/S,EU_total
CH1176493729,Bachem Holding AG,EU_total
FR0000120693,Pernod Ricard SA,EU_total
BE0003593044,Cofinimmo SA,EU_total
IT0003497168,Telecom Italia SpA/Milano,EU_total
DE0006766504,Aurubis AG,EU_total
SE0011090018,Holmen AB,EU_total
IT0004056880,Amplifon SpA,EU_total
CH0466642201,Helvetia Holding AG,EU_total
CH0319416936,Flughafen Zurich AG,EU_total
CH0239229302,SFS Group AG,EU_total
NL0012044747,Redcare Pharmacy NV,EU_total
JE00BMDZN391,TP ICAP Group PLC,EU_total
JE00B4T3BW64,Glencore PLC,EU_total
PLPEKAO00016,Bank Polska Kasa Opieki SA,EU_total
CH0010570767,Chocoladefabriken Lindt & Spru,EU_total
IT0004776628,Banca Mediolanum SpA,EU_total
US58733R1023,MercadoLibre Inc,US_tech
US12514G1085,CDW Corp/DE,US_tech
US6092071058,Mondelez International Inc,US_tech
US03831W1080,AppLovin Corp,US_tech
US2172041061,Copart Inc,US_tech
US0231351067,Amazon.com Inc,US_tech
US23804L1035,Datadog Inc,US_tech
US02079K1079,Alphabet Inc,US_tech
US45168D1046,IDEXX Laboratories Inc,US_tech
US0090661010,Airbnb Inc,US_tech
US22160N1090,CoStar Group Inc,US_tech
US16119P1084,Charter Communications Inc,US_tech
US0494681010,Atlassian Corp,US_tech
US17275R1023,Cisco Systems Inc,US_tech
US6974351057,Palo Alto Networks Inc,US_tech
US4581401001,Intel Corp,US_tech
US5949181045,Microsoft Corp,US_tech
IE000S9YS762,Linde PLC,US_tech
US67066G1040,NVIDIA Corp,US_tech
US1924461023,Cognizant Technology Solutions,US_tech
US46120E6023,Intuitive Surgical Inc,US_tech
US69608A1088,Palantir Technologies Inc,US_tech
US0420682058,ARM Holdings PLC,US_tech
US5738741041,Marvell Technology Inc,US_tech
US09857L1089,Booking Holdings Inc,US_tech
US05722G1004,Baker Hughes Co,US_tech
US8825081040,Texas Instruments Inc,US_tech
US5007541064,Kraft Heinz Co/The,US_tech
US02079K3059,Alphabet Inc,US_tech
US64110L1061,Netflix Inc,US_tech
US25809K1051,DoorDash Inc,US_tech
US49271V1008,Keurig Dr Pepper Inc,US_tech
US0530151036,Automatic Data Processing Inc,US_tech
US98389B1008,Xcel Energy Inc,US_tech
US22788C1053,Crowdstrike Holdings Inc,US_tech
US7223041028,PDD Holdings Inc,US_tech
US0079031078,Advanced Micro Devices Inc,US_tech
US6795801009,Old Dominion Freight Line Inc,US_tech
US00724F1012,Adobe Inc,US_tech
US0311621009,Amgen Inc,US_tech
US1264081035,CSX Corp,US_tech
US0378331005,Apple Inc,US_tech
US0527691069,Autodesk Inc,US_tech
US1729081059,Cintas Corp,US_tech
US20030N1019,Comcast Corp,US_tech
US21037T1097,Constellation Energy Corp,US_tech
US60937P1066,MongoDB Inc,US_tech
US0255371017,American Electric Power Co Inc,US_tech
US4824801009,KLA Corp,US_tech
US11135F1012,Broadcom Inc,US_tech
US1273871087,Cadence Design Systems Inc,US_tech
US6937181088,PACCAR Inc,US_tech
US22160K1051,Costco Wholesale Corp,US_tech
US75886F1075,Regeneron Pharmaceuticals Inc,US_tech
US98980G1022,Zscaler Inc,US_tech
US0382221051,Applied Materials Inc,US_tech
US5500211090,Lululemon Athletica Inc,US_tech
GB00BDCPN049,Coca-Cola Europacific Partners,US_tech
US36266G1076,GE HealthCare Technologies Inc,US_tech
US8716071076,Synopsys Inc,US_tech
US2855121099,Electronic Arts Inc,US_tech
US3119001044,Fastenal Co,US_tech
US03662Q1058,ANSYS Inc,US_tech
US30303M1027,Meta Platforms Inc,US_tech
US3755581036,Gilead Sciences Inc,US_tech
US30161N1019,Exelon Corp,US_tech
US8740541094,Take-Two Interactive Software,US_tech
US5128073062,Lam Research Corp,US_tech
US09062X1037,Biogen Inc,US_tech
US05464C1018,Axon Enterprise Inc,US_tech
KYG393871085,GLOBALFOUNDRIES Inc,US_tech
US5949724083,MicroStrategy Inc,US_tech
US92532F1003,Vertex Pharmaceuticals Inc,US_tech
US6821891057,ON Semiconductor Corp,US_tech
US7043261079,Paychex Inc,US_tech
US0326541051,Analog Devices Inc,US_tech
US70450Y1038,PayPal Holdings Inc,US_tech
US7475251036,QUALCOMM Inc,US_tech
US5719032022,Marriott International Inc/MD,US_tech
US7782961038,Ross Stores Inc,US_tech
US8552441094,Starbucks Corp,US_tech
US7134481081,PepsiCo Inc,US_tech
US4612021034,Intuit Inc,US_tech
US5950171042,Microchip Technology Inc,US_tech
US61174X1090,Monster Beverage Corp,US_tech
US98138H1014,Workday Inc,US_tech
US67103H1077,O'Reilly Automotive Inc,US_tech
US88160R1014,Tesla Inc,US_tech
USN070592100,ASML Holding NV,US_tech
US7766961061,Roper Technologies Inc,US_tech
NL0009538784,NXP Semiconductors NV,US_tech
US4385161066,Honeywell International Inc,US_tech
US0463531089,AstraZeneca PLC,US_tech
US5951121038,Micron Technology Inc,US_tech
US9344231041,Warner Bros Discovery Inc,US_tech
US8725901040,T-Mobile US Inc,US_tech
US92345Y1064,Verisk Analytics Inc,US_tech
US25278X1090,Diamondback Energy Inc,US_tech
US34959E1091,Fortinet Inc,US_tech
US2521311074,Dexcom Inc,US_tech
US88339J1051,Trade Desk Inc/The,US_tech
NL0009434992,LyondellBasell Industries NV,US_large
US0258161092,American Express Co,US_large
US92343V1044,Verizon Communications Inc,US_large
US88262P1021,Texas Pacific Land Corp,US_large
US11135F1012,Broadcom Inc,US_large
US0970231058,Boeing Co/The,US_large
US83444M1018,Solventum Corp,US_large
US1491231015,Caterpillar Inc,US_large
US46625H1005,JPMorgan Chase & Co,US_large
US1667641005,Chevron Corp,US_large
US1912161007,Coca-Cola Co/The,US_large
US00287Y1091,AbbVie Inc,US_large
US2546871060,Walt Disney Co/The,US_large
US2199481068,Corpay Inc,US_large
US30225T1025,Extra Space Storage Inc,US_large
US30231G1022,Exxon Mobil Corp,US_large
US7185461040,Phillips 66,US_large
US3696043013,General Electric Co,US_large
US40434L1052,HP Inc,US_large
US4370761029,Home Depot Inc/The,US_large
US6098391054,Monolithic Power Systems Inc,US_large
US4592001014,International Business Machine,US_large
US4781601046,Johnson & Johnson,US_large
US5500211090,Lululemon Athletica Inc,US_large
US5801351017,McDonald's Corp,US_large
US58933Y1055,Merck & Co Inc,US_large
US88579Y1010,3M Co,US_large
US0304201033,American Water Works Co Inc,US_large
US0605051046,Bank of America Corp,US_large
US7170811035,Pfizer Inc,US_large
US7427181091,Procter & Gamble Co/The,US_large
US00206R1023,AT&T Inc,US_large
US89417E1091,Travelers Cos Inc/The,US_large
US75513E1010,RTX Corp,US_large
US0326541051,Analog Devices Inc,US_large
US9311421039,Walmart Inc,US_large
US17275R1023,Cisco Systems Inc,US_large
US4581401001,Intel Corp,US_large
US37045V1008,General Motors Co,US_large
US5949181045,Microsoft Corp,US_large
US2566771059,Dollar General Corp,US_large
US1255231003,Cigna Group/The,US_large
US49456B1017,Kinder Morgan Inc,US_large
US1729674242,Citigroup Inc,US_large
US0268747849,American International Group I,US_large
US02209S1033,Altria Group Inc,US_large
US40412C1018,HCA Healthcare Inc,US_large
US4601461035,International Paper Co,US_large
US42824C1099,Hewlett Packard Enterprise Co,US_large
US0028241000,Abbott Laboratories,US_large
US0010551028,Aflac Inc,US_large
US0091581068,Air Products and Chemicals Inc,US_large
US86800U3023,Super Micro Computer Inc,US_large
LR0008862868,Royal Caribbean Cruises Ltd,US_large
US42809H1077,Hess Corp,US_large
US5261071071,Lennox International Inc,US_large
US0394831020,Archer-Daniels-Midland Co,US_large
US0530151036,Automatic Data Processing Inc,US_large
US92345Y1064,Verisk Analytics Inc,US_large
US0533321024,AutoZone Inc,US_large
IE000S9YS762,Linde PLC,US_large
US0536111091,Avery Dennison Corp,US_large
US29355A1079,Enphase Energy Inc,US_large
US55354G1004,MSCI Inc,US_large
US0584981064,Ball Corp,US_large
US05464C1018,Axon Enterprise Inc,US_large
US15677J1088,Dayforce Inc,US_large
US14448C1045,Carrier Global Corp,US_large
US0640581007,Bank of New York Mellon Corp/T,US_large
US68902V1070,Otis Worldwide Corp,US_large
US0718131099,Baxter International Inc,US_large
US0758871091,Becton Dickinson & Co,US_large
US0846707026,Berkshire Hathaway Inc,US_large
US0865161014,Best Buy Co Inc,US_large
US1011371077,Boston Scientific Corp,US_large
US1101221083,Bristol-Myers Squibb Co,US_large
US1156372096,Brown-Forman Corp,US_large
US1270971039,Coterra Energy Inc,US_large
US43300A2033,Hilton Worldwide Holdings Inc,US_large
PA1436583006,Carnival Corp,US_large
US12008R1077,Builders FirstSource Inc,US_large
US9026531049,UDR Inc,US_large
US1890541097,Clorox Co/The,US_large
US70432V1026,Paycom Software Inc,US_large
US1258961002,CMS Energy Corp,US_large
US1941621039,Colgate-Palmolive Co,US_large
US29414B1044,EPAM Systems Inc,US_large
US2058871029,Conagra Brands Inc,US_large
US0090661010,Airbnb Inc,US_large
US2091151041,Consolidated Edison Inc,US_large
US2193501051,Corning Inc,US_large
US3802371076,GoDaddy Inc,US_large
US2310211063,Cummins Inc,US_large
US12769G1004,Caesars Entertainment Inc,US_large
US2358511028,Danaher Corp,US_large
US87612E1064,Target Corp,US_large
US9699041011,Williams-Sonoma Inc,US_large
US2441991054,Deere & Co,US_large
US25746U1097,Dominion Energy Inc,US_large
US2600031080,Dover Corp,US_large
US0188021085,Alliant Energy Corp,US_large
US8581191009,Steel Dynamics Inc,US_large
US26441C2044,Duke Energy Corp,US_large
US7588491032,Regency Centers Corp,US_large
IE00B8KQN827,Eaton Corp PLC,US_large
US2788651006,Ecolab Inc,US_large
US7140461093,Revvity Inc,US_large
US24703L2025,Dell Technologies Inc,US_large
US2910111044,Emerson Electric Co,US_large
US26875P1012,EOG Resources Inc,US_large
IE00BLP1HW54,Aon PLC,US_large
US29364G1031,Entergy Corp,US_large
US2944291051,Equifax Inc,US_large
US26884L1098,EQT Corp,US_large
US46266C1053,IQVIA Holdings Inc,US_large
US3666511072,Gartner Inc,US_large
US31428X1063,FedEx Corp,US_large
US1152361010,Brown & Brown Inc,US_large
US3453708600,Ford Motor Co,US_large
US65339F1012,NextEra Energy Inc,US_large
US3546131018,Franklin Resources Inc,US_large
CH0114405324,Garmin Ltd,US_large
US35671D8570,Freeport-McMoRan Inc,US_large
US1651677353,Expand Energy Corp,US_large
US2521311074,Dexcom Inc,US_large
US3695501086,General Dynamics Corp,US_large
US3703341046,General Mills Inc,US_large
US3724601055,Genuine Parts Co,US_large
US0495601058,Atmos Energy Corp,US_large
US3848021040,WW Grainger Inc,US_large
US4062161017,Halliburton Co,US_large
US5024311095,L3Harris Technologies Inc,US_large
US42250P1030,Healthpeak Properties Inc,US_large
US45784P1012,Insulet Corp,US_large
US34959J1088,Fortive Corp,US_large
US4278661081,Hershey Co/The,US_large
US87165B1035,Synchrony Financial,US_large
US4404521001,Hormel Foods Corp,US_large
US3635761097,Arthur J Gallagher & Co,US_large
US6092071058,Mondelez International Inc,US_large
US15189T1079,CenterPoint Energy Inc,US_large
US4448591028,Humana Inc,US_large
IE00BDB6Q211,Willis Towers Watson PLC,US_large
US4523081093,Illinois Tool Works Inc,US_large
US12514G1085,CDW Corp/DE,US_large
IE00BK9ZQ967,Trane Technologies PLC,US_large
US4606901001,Interpublic Group of Cos Inc/T,US_large
US4595061015,International Flavors & Fragra,US_large
US3687361044,Generac Holdings Inc,US_large
NL0009538784,NXP Semiconductors NV,US_large
US4878361082,Kellanova,US_large
US11133T1034,Broadridge Financial Solutions,US_large
US4943681035,Kimberly-Clark Corp,US_large
US49446R1095,Kimco Realty Corp,US_large
US68389X1054,Oracle Corp,US_large
US5010441013,Kroger Co/The,US_large
US5260571048,Lennar Corp,US_large
US5324571083,Eli Lilly & Co,US_large
US16119P1084,Charter Communications Inc,US_large
US5404241086,Loews Corp,US_large
US5486611073,Lowe's Cos Inc,US_large
US4435106079,Hubbell Inc,US_large
US45167R1041,IDEX Corp,US_large
US5717481023,Marsh & McLennan Cos Inc,US_large
US5745991068,Masco Corp,US_large
US78409V1044,S&P Global Inc,US_large
IE00BTN1Y115,Medtronic PLC,US_large
US92556V1061,Viatris Inc,US_large
US1266501006,CVS Health Corp,US_large
US26614N1028,DuPont de Nemours Inc,US_large
US5951121038,Micron Technology Inc,US_large
US6200763075,Motorola Solutions Inc,US_large
US12503M1080,Cboe Global Markets Inc,US_large
US6516391066,Newmont Corp,US_large
US6541061031,NIKE Inc,US_large
US65473P1057,NiSource Inc,US_large
US6558441084,Norfolk Southern Corp,US_large
US74251V1026,Principal Financial Group Inc,US_large
US30040W1080,Eversource Energy,US_large
US6668071029,Northrop Grumman Corp,US_large
US9497461015,Wells Fargo & Co,US_large
US6703461052,Nucor Corp,US_large
US6745991058,Occidental Petroleum Corp,US_large
US6819191064,Omnicom Group Inc,US_large
US6826801036,ONEOK Inc,US_large
US7547301090,Raymond James Financial Inc,US_large
US69331C1080,PG&E Corp,US_large
US7010941042,Parker-Hannifin Corp,US_large
US7757111049,Rollins Inc,US_large
US69351T1060,PPL Corp,US_large
JE00BTDN8H13,Aptiv PLC,US_large
US20825C1045,ConocoPhillips,US_large
US7458671010,PulteGroup Inc,US_large
US7234841010,Pinnacle West Capital Corp,US_large
US6934751057,PNC Financial Services Group I,US_large
US6935061076,PPG Industries Inc,US_large
US25809K1051,DoorDash Inc,US_large
US7433151039,Progressive Corp/The,US_large
US92338C1036,Veralto Corp,US_large
US7445731067,Public Service Enterprise Grou,US_large
US2166485019,Cooper Cos Inc/The,US_large
US2810201077,Edison International,US_large
AN8068571086,Schlumberger NV,US_large
US8085131055,Charles Schwab Corp/The,US_large
US8243481061,Sherwin-Williams Co/The,US_large
US9553061055,West Pharmaceutical Services I,US_large
US8326964058,J M Smucker Co/The,US_large
US8330341012,Snap-on Inc,US_large
US0311001004,AMETEK Inc,US_large
US90353T1007,Uber Technologies Inc,US_large
US8425871071,Southern Co/The,US_large
US89832Q1094,Truist Financial Corp,US_large
US8447411088,Southwest Airlines Co,US_large
US0844231029,W R Berkley Corp,US_large
US8545021011,Stanley Black & Decker Inc,US_large
US74460D1090,Public Storage,US_large
US0404132054,Arista Networks Inc,US_large
US8718291078,Sysco Corp,US_large
US22052L1044,Corteva Inc,US_large
US8825081040,Texas Instruments Inc,US_large
US8832031012,Textron Inc,US_large
US8835561023,Thermo Fisher Scientific Inc,US_large
US8725401090,TJX Cos Inc/The,US_large
US37959E1029,Globe Life Inc,US_large
IE00BY7QL619,Johnson Controls International,US_large
US90384S3031,Ulta Beauty Inc,US_large
US9078181081,Union Pacific Corp,US_large
US49338L1035,Keysight Technologies Inc,US_large
US91324P1021,UnitedHealth Group Inc,US_large
US09260D1072,Blackstone Inc,US_large
US92276F1003,Ventas Inc,US_large
US5049221055,Labcorp Holdings Inc,US_large
US9291601097,Vulcan Materials Co,US_large
US9621661043,Weyerhaeuser Co,US_large
US9694571004,Williams Cos Inc/The,US_large
US21037T1097,Constellation Energy Corp,US_large
US92939U1060,WEC Energy Group Inc,US_large
US00724F1012,Adobe Inc,US_large
US92840M1027,Vistra Corp,US_large
US00130H1059,AES Corp/The,US_large
US3021301094,Expeditors International of Wa,US_large
US0311621009,Amgen Inc,US_large
US0378331005,Apple Inc,US_large
US0527691069,Autodesk Inc,US_large
US1729081059,Cintas Corp,US_large
US20030N1019,Comcast Corp,US_large
US60871R2094,Molson Coors Beverage Co,US_large
US4824801009,KLA Corp,US_large
US5719032022,Marriott International Inc/MD,US_large
US3377381088,Fiserv Inc,US_large
US5797802064,McCormick & Co Inc/MD,US_large
US6937181088,PACCAR Inc,US_large
US22160K1051,Costco Wholesale Corp,US_large
US8636671013,Stryker Corp,US_large
US9024941034,Tyson Foods Inc,US_large
US5132721045,Lamb Weston Holdings Inc,US_large
US0382221051,Applied Materials Inc,US_large
US14149Y1082,Cardinal Health Inc,US_large
US1720621010,Cincinnati Financial Corp,US_large
US92556H2067,Paramount Global,US_large
US23331A1097,DR Horton Inc,US_large
US2855121099,Electronic Arts Inc,US_large
US29530P1021,Erie Indemnity Co,US_large
US3032501047,Fair Isaac Corp,US_large
US3119001044,Fastenal Co,US_large
US55261F1049,M&T Bank Corp,US_large
US98389B1008,Xcel Energy Inc,US_large
US3167731005,Fifth Third Bancorp,US_large
US3755581036,Gilead Sciences Inc,US_large
US4180561072,Hasbro Inc,US_large
US4461501045,Huntington Bancshares Inc/OH,US_large
US95040Q1040,Welltower Inc,US_large
US09062X1037,Biogen Inc,US_large
US6658591044,Northern Trust Corp,US_large
US6951561090,Packaging Corp of America,US_large
US7043261079,Paychex Inc,US_large
US7475251036,QUALCOMM Inc,US_large
US7782961038,Ross Stores Inc,US_large
US45168D1046,IDEXX Laboratories Inc,US_large
US8552441094,Starbucks Corp,US_large
US4932671088,KeyCorp,US_large
US35137L1052,Fox Corp,US_large
US35137L2043,Fox Corp,US_large
US8574771031,State Street Corp,US_large
BMG667211046,Norwegian Cruise Line Holdings,US_large
US9029733048,US Bancorp,US_large
US8318652091,A O Smith Corp,US_large
US6687711084,Gen Digital Inc,US_large
US74144T1088,T Rowe Price Group Inc,US_large
US94106L1098,Waste Management Inc,US_large
US21036P1084,Constellation Brands Inc,US_large
BMG491BT1088,Invesco Ltd,US_large
US4612021034,Intuit Inc,US_large
US6174464486,Morgan Stanley,US_large
US5950171042,Microchip Technology Inc,US_large
US22788C1053,Crowdstrike Holdings Inc,US_large
CH0044328745,Chubb Ltd,US_large
US4364401012,Hologic Inc,US_large
US1746101054,Citizens Financial Group Inc,US_large
US4663131039,Jabil Inc,US_large
US67103H1077,O'Reilly Automotive Inc,US_large
US0200021014,Allstate Corp/The,US_large
US29476L1070,Equity Residential,US_large
US49271V1008,Keurig Dr Pepper Inc,US_large
US44107P1049,Host Hotels & Resorts Inc,US_large
US45337C1027,Incyte Corp,US_large
US8288061091,Simon Property Group Inc,US_large
US2774321002,Eastman Chemical Co,US_large
US0534841012,AvalonBay Communities Inc,US_large
US7443201022,Prudential Financial Inc,US_large
US9113121068,United Parcel Service Inc,US_large
US9314271084,Walgreens Boots Alliance Inc,US_large
IE00BFY8C754,STERIS PLC,US_large
US58155Q1031,McKesson Corp,US_large
US5398301094,Lockheed Martin Corp,US_large
US03073E1055,Cencora Inc,US_large
US14040H1059,Capital One Financial Corp,US_large
US1344291091,The Campbell's Company,US_large
US9418481035,Waters Corp,US_large
US6556631025,Nordson Corp,US_large
US2567461080,Dollar Tree Inc,US_large
US2371941053,Darden Restaurants Inc,US_large
US30034W1062,Evergy Inc,US_large
US57667L1070,Match Group Inc,US_large
US62944T1051,NVR Inc,US_large
US64110D1046,NetApp Inc,US_large
US6795801009,Old Dominion Freight Line Inc,US_large
US23918K1088,DaVita Inc,US_large
US4165151048,Hartford Insurance Group Inc/T,US_large
US46284V1017,Iron Mountain Inc,US_large
US5184391044,Estee Lauder Cos Inc/The,US_large
US1273871087,Cadence Design Systems Inc,US_large
US9022521051,Tyler Technologies Inc,US_large
US9139031002,Universal Health Services Inc,US_large
US83088M1027,Skyworks Solutions Inc,US_large
US74834L1008,Quest Diagnostics Inc,US_large
US7739031091,Rockwell Automation Inc,US_large
US5007541064,Kraft Heinz Co/The,US_large
US03027X1000,American Tower Corp,US_large
US75886F1075,Regeneron Pharmaceuticals Inc,US_large
US0231351067,Amazon.com Inc,US_large
US4262811015,Jack Henry & Associates Inc,US_large
US7512121010,Ralph Lauren Corp,US_large
US1011211018,BXP Inc,US_large
US0320951017,Amphenol Corp,US_large
US4432011082,Howmet Aerospace Inc,US_large
